ID,EventName,EventDate,StartDate,EndDate,Location,HybridNotes,EventLink,Year
174,TartanHacks,Mar 5th - 7th,2021-03-05,2021-03-05,2021-03-07,"Everywhere, Worldwide",Digital Only,https://tartanhacks.com,2021
175,AthenaHacks,Mar 6th - 7th,2021-03-06,2021-03-06,2021-03-07,"Everywhere, Worldwide",Digital Only,https://athenahacks.com,2021
176,cmd-f,Mar 6th - 7th,2021-03-06,2021-03-06,2021-03-07,"Everywhere, Worldwide",Digital Only,https://cmd-f.nwplus.io/,2021
177,Hack The Burgh 7,Mar 6th - 7th,2021-03-06,2021-03-06,2021-03-07,"Everywhere, Worldwide",Digital Only,https://2021.hacktheburgh.com/,2021
178,WiCS Hacks,Mar 6th - 7th,2021-03-06,2021-03-06,2021-03-07,"Everywhere, Worldwide",Digital Only,https://www.cs.utexas.edu/~wics/hackathon/,2021
179,HackMerced,Mar 12th - 14th,2021-03-12,2021-03-12,2021-03-14,"Everywhere, Worldwide",Digital Only,https://hackmerced.com/,2021
180,SheHacks,Mar 12th - 14th,2021-03-12,2021-03-12,2021-03-14,"Everywhere, Worldwide",Digital Only,https://shehacks.tech/,2021
181,Tidy The Hack Up,Mar 12th - 14th,2021-03-12,2021-03-12,2021-03-14,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6532-tidy-the-hack-up,2021
182,Hackabull,Mar 13th - 14th,2021-03-13,2021-03-13,2021-03-14,"Everywhere, Worldwide",Digital Only,https://hackabull.io/,2021
183,Menlohacks,Mar 13th - 14th,2021-03-13,2021-03-13,2021-03-14,"Everywhere, Worldwide",Digital Only,https://2021.menlohacks.com/,2021
184,HackPSU,Mar 19th - 21st,2021-03-19,2021-03-19,2021-03-21,"Everywhere, Worldwide",Digital Only,https://hackpsu.org,2021
185,The Second H-Act,Mar 19th - 21st,2021-03-19,2021-03-19,2021-03-21,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6597-the-second-h-act,2021
186,HueHacks,Mar 26th - 28th,2021-03-26,2021-03-26,2021-03-28,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6600-huehacks,2021
187,RowdyHacks,Mar 26th - 28th,2021-03-26,2021-03-26,2021-03-28,"Everywhere, Worldwide",Digital Only,https://www.rowdyhacks.io/,2021
188,WinHacks,Mar 26th - 28th,2021-03-26,2021-03-26,2021-03-28,"Everywhere, Worldwide",Digital Only,https://winhacks.ca/,2021
189,HooHacks,Mar 27th - 28th,2021-03-27,2021-03-27,2021-03-28,"Everywhere, Worldwide",Digital Only,https://www.hoohacks.io/,2021
190,Local Hack Day: Share,Mar 28th - Apr 5th,2021-03-28,2021-03-28,2021-04-05,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6430-local-hack-day-share,2021
191,SurpriseHacks,Apr 2nd - 4th,2021-04-02,2021-04-02,2021-04-04,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6803-surprisehacks,2021
192,Uncommon Hacks,Apr 2nd - 4th,2021-04-02,2021-04-02,2021-04-04,"Everywhere, Worldwide",Digital Only,https://hacks2021.uncommonhacks.com/,2021
193,Bitcamp,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://bit.camp/,2021
194,Citrus Hack,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://citrushack.com/,2021
195,Hack36,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://www.hack36.com/,2021
196,Hack 36,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://www.hack36.com/,2021
197,Hack From The Past,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6773-hack-from-the-past,2021
198,HackKU,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://hackku.org/,2021
199,PickHacks,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://pickhacks.io/,2021
200,Women/Hacks,Apr 9th - 11th,2021-04-09,2021-04-09,2021-04-11,"Everywhere, Worldwide",Digital Only,https://www.womxnhacks.com/,2021
201,AuburnHacks,Apr 10th - 11th,2021-04-10,2021-04-10,2021-04-11,"Everywhere, Worldwide",Digital Only,https://auburnhacks.org,2021
202,Hack TJ 8.0,Apr 10th - 11th,2021-04-10,2021-04-10,2021-04-11,"Everywhere, Worldwide",Digital Only,https://hacktj.org/,2021
203,Hack You,Apr 10th - 11th,2021-04-10,2021-04-10,2021-04-11,"Everywhere, Worldwide",Digital Only,https://www.mergeintern.com/hackyou,2021
204,FinHack,Apr 16th - 18th,2021-04-16,2021-04-16,2021-04-18,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6824-finhack,2021
205,HackDartmouth,Apr 16th - 18th,2021-04-16,2021-04-16,2021-04-18,"Everywhere, Worldwide",Digital Only,https://hackdartmouth.org/,2021
206,BeachHacks,Apr 17th - 18th,2021-04-17,2021-04-17,2021-04-18,"Everywhere, Worldwide",Digital Only,https://www.beachhacks.com/,2021
207,Hack-ccessible,Apr 23rd - 25th,2021-04-23,2021-04-23,2021-04-25,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6771-hack-ccessible,2021
208,Los Altos Hacks,Apr 24th - 25th,2021-04-24,2021-04-24,2021-04-25,"Everywhere, Worldwide",Digital Only,https://www.losaltoshacks.com/,2021
209,VenusHacks,Apr 24th - 25th,2021-04-24,2021-04-24,2021-04-25,"Everywhere, Worldwide",Digital Only,https://www.venushacks.com/,2021
210,Equinox,Apr 30th - May 2nd,2021-04-30,2021-04-30,2021-05-02,"Everywhere, Worldwide",Digital Only,https://equinoxhack.in/,2021
211,Hack At Home II,Apr 30th - May 2nd,2021-04-30,2021-04-30,2021-05-02,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6794-hack-at-home-ii,2021
212,RU Hacks,Apr 30th - May 2nd,2021-04-30,2021-04-30,2021-05-02,"Everywhere, Worldwide",Digital Only,https://ruhacks.com/,2021
213,HackDTU'21,May 1st - 2nd,2021-05-01,2021-05-01,2021-05-02,"Everywhere, Worldwide",Digital Only,http://synergy.iosd.tech,2021
214,AbracadabraHacks,May 7th - 9th,2021-05-07,2021-05-07,2021-05-09,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6795-houdinihacks,2021
215,TOHacks 2021,May 8th - 9th,2021-05-08,2021-05-08,2021-05-09,"Everywhere, Worldwide",Digital Only,https://www.tohacks.ca/,2021
216,Neighborhood Hacks,May 14th - 16th,2021-05-14,2021-05-14,2021-05-16,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6796-neighborhood-hacks,2021
217,Mental Health Hacks,May 21st - 23rd,2021-05-21,2021-05-21,2021-05-23,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6797-mental-health-hacks,2021
218,Hack-cade,May 28th - 30th,2021-05-28,2021-05-28,2021-05-30,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6798-hack-cade,2021
219,HackOn 2.0,May 28th - 30th,2021-05-28,2021-05-28,2021-05-30,"Everywhere, Worldwide",Digital Only,https://hackon.tech/,2021
220,Hack Girl Summer 2.0,Jun 4th - 6th,2021-06-04,2021-06-04,2021-06-06,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/7019-hack-girl-summer-2-0,2021
221,Surfs Up Hacks,Jun 11th - 13th,2021-06-11,2021-06-11,2021-06-13,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6800-surfs-up-hacks,2021
222,Garden Hacks,Jun 18th - 20th,2021-06-18,2021-06-18,2021-06-20,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6801-garden-hacks,2021
223,PrideHacks,Jun 25th - 27th,2021-06-25,2021-06-25,2021-06-27,"Everywhere, Worldwide",Digital Only,https://organize.mlh.io/participants/events/6802-pride-hacks,2021
224,SigmaHacks 3,Jun 25th - 27th,2021-06-25,2021-06-25,2021-06-27,"Everywhere, Worldwide",Digital Only,https://sigmahacks.org,2021
225,Hack the Mountains 2.0,Jun 26th - 27th,2021-06-26,2021-06-26,2021-06-27,"Everywhere, Worldwide",Digital Only,https://hackthemountain.tech/,2021
226,R. U. Hacking?,Jun 26th - 27th,2021-06-26,2021-06-26,2021-06-27,"Everywhere, Worldwide",Digital Only,https://ruhacking.uk/,2021
